TF,bin,tags
Klf4,122654701,0
Klf4,122654726,0
Klf4,122654751,0
Klf4,122654776,0
Klf4,122654801,0
Klf4,122654826,0
Klf4,122654851,0
Klf4,122654876,0
Klf4,122654901,0
Klf4,122654926,0
Klf4,122654951,0
Klf4,122654976,0
Klf4,122655001,0
Klf4,122655026,0
Klf4,122655051,0
Klf4,122655076,0
Klf4,122655101,0
Klf4,122655126,1
Klf4,122655151,1
Klf4,122655176,0
Klf4,122655201,0
Klf4,122655226,0
Klf4,122655251,0
Klf4,122655276,0
Klf4,122655301,1
Klf4,122655326,1
Klf4,122655351,1
Klf4,122655376,3
Klf4,122655401,5
Klf4,122655426,5
Klf4,122655451,1
Klf4,122655476,0
Klf4,122655501,0
Klf4,122655526,0
Klf4,122655551,0
Klf4,122655576,0
Klf4,122655601,0
Klf4,122655626,0
Klf4,122655651,0
Klf4,122655676,0
Klf4,122655701,0
Klf4,122655726,0
Klf4,122655751,0
Klf4,122655776,0
Klf4,122655801,0
Klf4,122655826,0
Klf4,122655851,0
Klf4,122655876,0
Klf4,122655901,0
Klf4,122655926,0
Klf4,122655951,0
Klf4,122655976,0
Klf4,122656001,0
Klf4,122656026,0
Klf4,122656051,1
Klf4,122656076,1
Klf4,122656101,3
Klf4,122656126,3
Klf4,122656151,0
Klf4,122656176,0
Klf4,122656201,0
Klf4,122656226,0
Klf4,122656251,1
Klf4,122656276,1
Klf4,122656301,0
Klf4,122656326,0
Klf4,122656351,0
Klf4,122656376,0
Klf4,122656401,1
Klf4,122656426,1
Klf4,122656451,0
Klf4,122656476,0
Klf4,122656501,0
Klf4,122656526,0
Klf4,122656551,0
Klf4,122656576,0
Klf4,122656601,1
Klf4,122656626,1
Klf4,122656651,0
Klf4,122656676,0
Klf4,122656701,1
Klf4,122656726,1
Klf4,122656751,0
Klf4,122656776,0
Klf4,122656801,0
Klf4,122656826,1
Klf4,122656851,1
Klf4,122656876,0
Klf4,122656901,1
Klf4,122656926,1
Klf4,122656951,0
Klf4,122656976,0
Klf4,122657001,0
Klf4,122657026,0
Klf4,122657051,0
Klf4,122657076,1
Klf4,122657101,2
Klf4,122657126,2
Klf4,122657151,3
Klf4,122657176,2
Klf4,122657201,0
Klf4,122657226,1
Klf4,122657251,1
Klf4,122657276,0
Klf4,122657301,1
Klf4,122657326,2
Klf4,122657351,2
Klf4,122657376,1
Klf4,122657401,0
Klf4,122657426,0
Klf4,122657451,1
Klf4,122657476,3
Klf4,122657501,5
Klf4,122657526,5
Klf4,122657551,4
Klf4,122657576,7
Klf4,122657601,5
Klf4,122657626,1
Klf4,122657651,2
Klf4,122657676,2
Klf4,122657701,1
Klf4,122657726,0
Klf4,122657751,1
Klf4,122657776,1
Klf4,122657801,2
Klf4,122657826,2
Klf4,122657851,1
Klf4,122657876,1
Klf4,122657901,0
Klf4,122657926,0
Klf4,122657951,0
Klf4,122657976,0
Klf4,122658001,0
Klf4,122658026,1
Klf4,122658051,2
Klf4,122658076,1
Klf4,122658101,0
Klf4,122658126,0
Klf4,122658151,1
Klf4,122658176,2
Klf4,122658201,1
Klf4,122658226,0
Klf4,122658251,0
Klf4,122658276,0
Klf4,122658301,0
Klf4,122658326,0
Klf4,122658351,0
Klf4,122658376,0
Klf4,122658401,0
Klf4,122658426,0
Klf4,122658451,0
Klf4,122658476,2
Klf4,122658501,2
Klf4,122658526,1
Klf4,122658551,0
Klf4,122658576,0
Klf4,122658601,1
Klf4,122658626,1
Klf4,122658651,1
Klf4,122658676,1
Klf4,122658701,0
Klf4,122658726,0
Klf4,122658751,0
Klf4,122658776,0
Klf4,122658801,0
Klf4,122658826,0
Klf4,122658851,0
Klf4,122658876,0
Klf4,122658901,0
Klf4,122658926,0
Klf4,122658951,0
Klf4,122658976,0
Klf4,122659001,1
Klf4,122659026,1
Klf4,122659051,0
Klf4,122659076,1
Klf4,122659101,1
Klf4,122659126,0
Klf4,122659151,0
Klf4,122659176,0
Klf4,122659201,1
Klf4,122659226,1
Klf4,122659251,0
Klf4,122659276,0
Klf4,122659301,0
Klf4,122659326,1
Klf4,122659351,1
Klf4,122659376,0
Klf4,122659401,0
Klf4,122659426,0
Klf4,122659451,0
Klf4,122659476,0
Klf4,122659501,0
Klf4,122659526,1
Klf4,122659551,1
Klf4,122659576,0
Klf4,122659601,0
Klf4,122659626,0
Klf4,122659651,0
Klf4,122659676,0
Klf4,122659701,0
Klf4,122659726,0
Klf4,122659751,0
Klf4,122659776,0
Klf4,122659801,0
Klf4,122659826,0
Klf4,122659851,0
Klf4,122659876,0
Klf4,122659901,0
Klf4,122659926,0
Klf4,122659951,0
Klf4,122659976,0
Klf4,122660001,0
Klf4,122660026,0
Klf4,122660051,0
Klf4,122660076,0
Klf4,122660101,0
Klf4,122660126,0
Klf4,122660151,0
Klf4,122660176,0
Klf4,122660201,0
Klf4,122660226,0
Klf4,122660251,0
Klf4,122660276,0
Klf4,122660301,0
Klf4,122660326,0
Klf4,122660351,0
Klf4,122660376,0
Klf4,122660401,0
Klf4,122660426,0
Klf4,122660451,0
Klf4,122660476,0
Klf4,122660501,0
Klf4,122660526,0
Klf4,122660551,0
Klf4,122660576,0
Klf4,122660601,0
Klf4,122660626,0
Klf4,122660651,1
Klf4,122660676,1
Klf4,122660701,0
Klf4,122660726,0
Klf4,122660751,0
Klf4,122660776,0
Klf4,122660801,0
Klf4,122660826,0
Klf4,122660851,0
Klf4,122660876,0
Klf4,122660901,0
Klf4,122660926,0
Klf4,122660951,0
Klf4,122660976,0
Klf4,122661001,0
Klf4,122661026,0
Klf4,122661051,0
Klf4,122661076,0
Klf4,122661101,0
Klf4,122661126,0
Klf4,122661151,1
Klf4,122661176,1
Klf4,122661201,0
Klf4,122661226,0
Sox2,122639701,1
Sox2,122639726,2
Sox2,122639751,1
Sox2,122639776,0
Sox2,122639801,0
Sox2,122639826,0
Sox2,122639851,0
Sox2,122639876,0
Sox2,122639901,0
Sox2,122639926,0
Sox2,122639951,0
Sox2,122639976,0
Sox2,122640001,0
Sox2,122640026,0
Sox2,122640051,0
Sox2,122640076,0
Sox2,122640101,0
Sox2,122640126,0
Sox2,122640151,0
Sox2,122640176,0
Sox2,122640201,0
Sox2,122640226,0
Sox2,122640251,0
Sox2,122640276,0
Sox2,122640301,0
Sox2,122640326,0
Sox2,122640351,0
Sox2,122640376,0
Sox2,122640401,2
Sox2,122640426,4
Sox2,122640451,2
Sox2,122640476,1
Sox2,122640501,1
Sox2,122640526,0
Sox2,122640551,0
Sox2,122640576,0
Sox2,122640601,0
Sox2,122640626,0
Sox2,122640651,0
Sox2,122640676,0
Sox2,122640701,0
Sox2,122640726,0
Sox2,122640751,0
Sox2,122640776,0
Sox2,122640801,0
Sox2,122640826,1
Sox2,122640851,1
Sox2,122640876,0
Sox2,122640901,0
Sox2,122640926,0
Sox2,122640951,0
Sox2,122640976,0
Sox2,122641001,0
Sox2,122641026,0
Sox2,122641051,0
Sox2,122641076,0
Sox2,122641101,0
Sox2,122641126,0
Sox2,122641151,0
Sox2,122641176,1
Sox2,122641201,1
Sox2,122641226,0
Sox2,122641251,0
Sox2,122641276,0
Sox2,122641301,0
Sox2,122641326,0
Sox2,122641351,0
Sox2,122641376,0
Sox2,122641401,0
Sox2,122641426,0
Sox2,122641451,0
Sox2,122641476,1
Sox2,122641501,1
Sox2,122641526,0
Sox2,122641551,0
Sox2,122641576,0
Sox2,122641601,0
Sox2,122641626,0
Sox2,122641651,0
Sox2,122641676,0
Sox2,122641701,0
Sox2,122641726,0
Sox2,122641751,0
Sox2,122641776,0
Sox2,122641801,0
Sox2,122641826,0
Sox2,122641851,0
Sox2,122641876,0
Sox2,122641901,0
Sox2,122641926,0
Sox2,122641951,0
Sox2,122641976,0
Sox2,122642001,0
Sox2,122642026,0
Sox2,122642051,1
Sox2,122642076,1
Sox2,122642101,0
Sox2,122642126,0
Sox2,122642151,0
Sox2,122642176,0
Sox2,122642201,0
Sox2,122642226,0
Sox2,122642251,0
Sox2,122642276,0
Sox2,122642301,0
Sox2,122642326,0
Sox2,122642351,0
Sox2,122642376,0
Sox2,122642401,0
Sox2,122642426,0
Sox2,122642451,0
Sox2,122642476,0
Sox2,122642501,0
Sox2,122642526,0
Sox2,122642551,0
Sox2,122642576,0
Sox2,122642601,1
Sox2,122642626,1
Sox2,122642651,0
Sox2,122642676,0
Sox2,122642701,0
Sox2,122642726,0
Sox2,122642751,0
Sox2,122642776,0
Sox2,122642801,0
Sox2,122642826,0
Sox2,122642851,0
Sox2,122642876,0
Sox2,122642901,0
Sox2,122642926,0
Sox2,122642951,0
Sox2,122642976,0
Sox2,122643001,0
Sox2,122643026,0
Sox2,122643051,0
Sox2,122643076,0
Sox2,122643101,0
Sox2,122643126,2
Sox2,122643151,2
Sox2,122643176,0
Sox2,122643201,2
Sox2,122643226,2
Sox2,122643251,0
Sox2,122643276,0
Sox2,122643301,0
Sox2,122643326,0
Sox2,122643351,0
Sox2,122643376,0
Sox2,122643401,0
Sox2,122643426,1
Sox2,122643451,1
Sox2,122643476,0
Sox2,122643501,1
Sox2,122643526,1
Sox2,122643551,0
Sox2,122643576,0
Sox2,122643601,0
Sox2,122643626,0
Sox2,122643651,0
Sox2,122643676,0
Sox2,122643701,0
Sox2,122643726,0
Sox2,122643751,0
Sox2,122643776,0
Sox2,122643801,0
Sox2,122643826,0
Sox2,122643851,0
Sox2,122643876,0
Sox2,122643901,0
Sox2,122643926,0
Sox2,122643951,0
Sox2,122643976,0
Sox2,122644001,0
Sox2,122644026,0
Sox2,122644051,0
Sox2,122644076,1
Sox2,122644101,1
Sox2,122644126,0
Sox2,122644151,0
Sox2,122644176,0
Sox2,122644201,0
Sox2,122644226,1
Sox2,122644251,1
Sox2,122644276,2
Sox2,122644301,2
Sox2,122644326,0
Sox2,122644351,0
Sox2,122644376,0
Sox2,122644401,0
Sox2,122644426,0
Sox2,122644451,0
Sox2,122644476,0
Sox2,122644501,0
Sox2,122644526,0
Sox2,122644551,0
Sox2,122644576,0
Sox2,122644601,0
Sox2,122644626,0
Sox2,122644651,0
Sox2,122644676,0
Sox2,122644701,1
Sox2,122644726,1
Sox2,122644751,0
Sox2,122644776,0
Sox2,122644801,0
Sox2,122644826,0
Sox2,122644851,1
Sox2,122644876,1
Sox2,122644901,0
Sox2,122644926,0
Sox2,122644951,0
Sox2,122644976,0
Sox2,122645001,0
Sox2,122645026,1
Sox2,122645051,1
Sox2,122645076,1
Sox2,122645101,1
Sox2,122645126,0
Sox2,122645151,0
Sox2,122645176,0
Sox2,122645201,0
Sox2,122645226,0
Sox2,122645251,0
Sox2,122645276,0
Sox2,122645301,0
Sox2,122645326,0
Sox2,122645351,0
Sox2,122645376,0
Sox2,122645401,0
Sox2,122645426,0
Sox2,122645451,0
Sox2,122645476,1
Sox2,122645501,1
Sox2,122645526,0
Sox2,122645551,0
Sox2,122645576,0
Sox2,122645601,0
Sox2,122645626,0
Sox2,122645651,0
Sox2,122645676,0
Sox2,122645701,1
Sox2,122645726,1
Sox2,122645751,0
Sox2,122645776,0
Sox2,122645801,0
Sox2,122645826,0
Sox2,122645851,0
Sox2,122645876,0
Sox2,122645901,0
Sox2,122645926,0
Sox2,122645951,0
Sox2,122645976,0
Sox2,122646001,0
Sox2,122646026,0
Sox2,122646051,0
Sox2,122646076,0
Sox2,122646101,0
Sox2,122646126,0
Sox2,122646151,0
Sox2,122646176,0
Sox2,122646201,0
Sox2,122646226,0
Sox2,122646251,0
Sox2,122646276,0
Sox2,122646301,0
Sox2,122646326,0
Sox2,122646351,0
Sox2,122646376,0
Sox2,122646401,0
Sox2,122646426,0
Sox2,122646451,0
Sox2,122646476,0
Sox2,122646501,0
Sox2,122646526,0
Sox2,122646551,0
Sox2,122646576,0
Sox2,122646601,0
Sox2,122646626,0
Sox2,122646651,0
Sox2,122646676,0
Sox2,122646701,0
Sox2,122646726,0
Sox2,122646751,0
Sox2,122646776,0
Sox2,122646801,0
Sox2,122646826,0
Sox2,122646851,0
Sox2,122646876,0
Sox2,122646901,0
Sox2,122646926,0
Sox2,122646951,0
Sox2,122646976,0
Sox2,122647001,0
Sox2,122647026,0
Sox2,122647051,0
Sox2,122647076,1
Sox2,122647101,1
Sox2,122647126,0
Sox2,122647151,0
Sox2,122647176,0
Sox2,122647201,0
Sox2,122647226,0
Sox2,122647251,0
Sox2,122647276,0
Sox2,122647301,0
Sox2,122647326,0
Sox2,122647351,1
Sox2,122647376,1
Sox2,122647401,1
Sox2,122647426,1
Sox2,122647451,0
Sox2,122647476,0
Sox2,122647501,0
Sox2,122647526,0
Sox2,122647551,0
Sox2,122647576,0
Sox2,122647601,0
Sox2,122647626,0
Sox2,122647651,0
Sox2,122647676,0
Sox2,122647701,0
Sox2,122647726,0
Sox2,122647751,0
Sox2,122647776,1
Sox2,122647801,1
Sox2,122647826,0
Sox2,122647851,0
Sox2,122647876,0
Sox2,122647901,0
Sox2,122647926,0
Sox2,122647951,0
Sox2,122647976,0
Sox2,122648001,0
Sox2,122648026,0
Sox2,122648051,0
Sox2,122648076,0
Sox2,122648101,0
Sox2,122648126,0
Sox2,122648151,0
Sox2,122648176,0
Sox2,122648201,0
Sox2,122648226,0
Sox2,122648251,0
Sox2,122648276,0
Sox2,122648301,0
Sox2,122648326,0
Sox2,122648351,0
Sox2,122648376,0
Sox2,122648401,0
Sox2,122648426,0
Sox2,122648451,0
Sox2,122648476,0
Sox2,122648501,1
Sox2,122648526,2
Sox2,122648551,1
Sox2,122648576,0
Sox2,122648601,0
Sox2,122648626,0
Sox2,122648651,0
Sox2,122648676,0
Sox2,122648701,0
Sox2,122648726,0
Sox2,122648751,0
Sox2,122648776,0
Sox2,122648801,0
Sox2,122648826,1
Sox2,122648851,1
Sox2,122648876,0
Sox2,122648901,0
Sox2,122648926,0
Sox2,122648951,0
Sox2,122648976,0
Sox2,122649001,0
Sox2,122649026,0
Sox2,122649051,1
Sox2,122649076,1
Sox2,122649101,0
Sox2,122649126,0
Sox2,122649151,0
Sox2,122649176,0
Sox2,122649201,0
Sox2,122649226,0
Sox2,122649251,0
Sox2,122649276,0
Sox2,122649301,0
Sox2,122649326,0
Sox2,122649351,0
Sox2,122649376,0
Sox2,122649401,0
Sox2,122649426,0
Sox2,122649451,0
Sox2,122649476,0
Sox2,122649501,1
Sox2,122649526,1
Sox2,122649551,0
Sox2,122649576,0
Sox2,122649601,0
Sox2,122649626,0
Sox2,122649651,0
Sox2,122649676,0
Sox2,122649701,0
Sox2,122649726,0
Sox2,122649751,0
Sox2,122649776,0
Sox2,122649801,0
Sox2,122649826,0
Sox2,122649851,0
Sox2,122649876,0
Sox2,122649901,0
Sox2,122649926,0
Sox2,122649951,0
Sox2,122649976,1
Sox2,122650001,1
Sox2,122650026,0
Sox2,122650051,0
Sox2,122650076,0
Sox2,122650101,0
Sox2,122650126,0
Sox2,122650151,0
Sox2,122650176,0
Sox2,122650201,0
Sox2,122650226,0
Sox2,122650251,0
Sox2,122650276,0
Sox2,122650301,0
Sox2,122650326,0
Sox2,122650351,0
Sox2,122650376,0
Sox2,122650401,0
Sox2,122650426,0
Sox2,122650451,0
Sox2,122650476,0
Sox2,122650501,0
Sox2,122650526,0
Sox2,122650551,0
Sox2,122650576,0
Sox2,122650601,0
Sox2,122650626,0
Sox2,122650651,0
Sox2,122650676,0
Sox2,122650701,0
Sox2,122650726,0
Sox2,122650751,0
Sox2,122650776,0
Sox2,122650801,0
Sox2,122650826,0
Sox2,122650851,0
Sox2,122650876,0
Sox2,122650901,0
Sox2,122650926,0
Sox2,122650951,0
Sox2,122650976,0
Sox2,122651001,0
Sox2,122651026,0
Sox2,122651051,0
Sox2,122651076,0
Sox2,122651101,0
Sox2,122651126,0
Sox2,122651151,0
Sox2,122651176,0
Sox2,122651201,1
Sox2,122651226,1
Sox2,122651251,0
